SC_type,AB_compound,Def_site,Impuirty_atom,0/-1 NN,0/-1 Error,0/-1 DFT,-2/-3 NN,-2/-3 Error,-2/-3 DFT,-1/-2 NN,-1/-2 Error,-1/-2 DFT,+3/+2 NN,+3/+2 Error,+3/+2 DFT,+2/+1 NN,+2/+1 Error,+2/+1 DFT,+1/0 NN,+1/0 Error,+1/0 DFT
II-VI,ZnS,M_A,Bi,2.6974740087985993,0.08370017936659513,2.6726570000000005,4.095478749275207,0.07795415976303642,4.129216000000003,3.447558230161667,0.08070069078772002,3.243818000000002,-1.072096399962902,0.0626574011651827,-1.073561,-0.12236120128072799,0.11735052572982582,-0.5617790000000003,1.667083591222763,0.13448746851979593,2.355699000000001
II-VI,ZnS,M_A,P,2.246613284945488,0.11973666581512767,2.1070540000000006,3.883172959089279,0.06429690991523396,4.035572000000001,3.0613313734531404,0.1058208911542848,3.5464280000000015,-0.5772445537149906,0.1328485521585039,-0.13827999999999996,-0.008826041589782108,0.11812929231376365,-0.14036600000000013,1.299477282166481,0.11145631199972542,1.317687999999999
II-VI,ZnS,M_A,S,1.5970345079898833,0.135641359124852,1.350000000000001,3.744240391254425,0.0673425734786538,4.03,2.699364560842514,0.10513249699329608,2.6500000000000017,-1.0471336588263511,0.07132965673187061,-1.149999999999999,-0.2269135532900691,0.1147337059452534,-0.38000000000000034,0.7607911124825477,0.10858293802233158,0.6200000000000001
II-VI,ZnS,M_A,Sn,2.7255488097667695,0.08876262057310276,3.161837000000002,4.104998737573624,0.07734641639086556,4.555088000000002,3.450919508934021,0.09385577953754703,3.8786630000000004,-1.124003592133522,0.06156912074634682,-1.1204000000000012,0.3886261271312833,0.12617530983861983,0.6140329999999994,1.678361937403679,0.11643454173054996,1.172267
II-VI,ZnS,M_B,Ca,2.907460927963257,0.06913576541192126,2.9545880000000007,4.192195522785187,0.10163352359134302,4.377990000000001,3.520516687631607,0.08363890302633188,3.6121100000000004,0.7599565833806992,0.11146087518852525,0.6433110000000004,1.7845044761896134,0.0817605260792735,1.8062549999999995,2.384045720100403,0.07321906281398162,2.438316
II-VI,ZnS,M_B,Co,2.5468856155872346,0.10825429269601702,2.548916000000001,3.7292899608612062,0.07203064055026646,3.753549000000002,3.2273616433143615,0.08580552286836504,3.1856769999999988,-1.0943209156394005,0.059347942477656575,-1.1483690000000004,-0.721069584786892,0.0978737572364026,-0.7584580000000007,1.8914001077413558,0.13567874835681415,1.9739580000000003
II-VI,ZnS,M_B,Si,1.6018396198749543,0.12172685649850795,1.1520179999999989,3.7178925573825836,0.06813595074119728,3.9699420000000023,2.592769569158554,0.10145505693319089,1.9715199999999986,-0.9736813277006149,0.07503170424645465,-0.9047580000000004,-0.438275495916605,0.10273103487240198,-0.41596999999999984,0.3872537262737751,0.1174657843571271,0.6017690000000006
II-VI,ZnS,M_B,Sr,2.994438719749451,0.07598151663652127,3.2000000000000015,4.301825702190399,0.08531094725303084,5.53,3.6059529066085814,0.08649296006029294,3.7199999999999998,0.9733762741088867,0.07119733529796113,1.090000000000001,1.9013063073158265,0.11204017314790099,2.0699999999999985,2.460232508182526,0.07031633516416635,2.6599999999999975
II-VI,ZnS,M_B,Zn,2.447673720121384,0.12171408521685627,2.180000000000002,3.8178112864494325,0.0990034435592666,3.6599999999999975,3.093620365858078,0.10522899314902504,3.0600000000000014,-1.0693935349583625,0.049278810722921784,-1.1300000000000003,1.205734947323799,0.08345438543796986,1.3299999999999987,1.6006703436374665,0.11045055753041808,1.6800000000000002
II-VI,ZnS,M_i_A,Li,2.799404561519623,0.08096280421653186,3.2558549999999977,4.147462612390518,0.08105570713632453,4.641593999999999,3.5947800993919374,0.08352435598508845,3.9243580000000007,-1.0680008098483085,0.07235857447243402,-1.1829010000000006,-0.5591745004057884,0.06836152044755646,-0.675687,2.024832808971405,0.0958303151268146,2.536585000000002
II-VI,ZnS,M_i_A,S,1.6084012180566787,0.13418976277712807,1.270000000000001,3.6586151361465453,0.07144687156059745,4.050000000000001,2.542464417219162,0.11767664075626057,1.930000000000001,-0.8337051212787628,0.08310946794095203,-0.8799999999999999,-0.015214766550343484,0.10730291239799647,-0.36999999999999966,0.7342408195137977,0.07402405701941309,0.6400000000000003
II-VI,ZnS,M_i_A,Sc,2.985073059797287,0.05292959780905911,3.2268940000000006,4.199058067798615,0.0713370129157641,4.446813999999998,3.5941114246845247,0.06813663684432453,3.794864999999999,1.0131660848855972,0.07373430237241842,0.8663640000000002,1.7832268685102464,0.05713260910393433,1.8399,2.4206707000732424,0.05735786903916945,2.5601690000000015
II-VI,ZnS,M_i_A,Ta,2.83950269818306,0.062118046020906835,2.990046000000003,4.057254421710968,0.06244429071840615,4.279407,3.4374838173389435,0.06170753554369902,3.5687120000000023,0.44767819009721277,0.11549166684997295,0.265477,1.5635489881038667,0.09715302570292715,1.3788819999999993,2.2536298751831056,0.05932808395021554,2.5628329999999986
II-VI,ZnS,M_i_A,Y,3.0079675555229186,0.05262990141948051,3.2435250000000018,4.221445751190186,0.0730945560628646,4.509033999999995,3.609535390138626,0.05804626850208917,3.770559000000001,1.0413975536823272,0.06419455924866273,1.3445439999999993,1.850650328397751,0.0703034954318871,1.9346070000000002,2.452304649353027,0.05394094090922596,2.6233249999999986
II-VI,ZnS,M_i_A,Zn,2.923828136920929,0.05228173285169606,3.198713999999998,4.117771971225738,0.06795237335786009,4.485951999999998,3.5256989181041716,0.06684601274944904,3.8099170000000013,-0.9997007265686989,0.036645954892258296,-1.0478299999999998,1.2477319657802581,0.07617228852817513,1.144212000000001,1.9717832118272782,0.056028196723186235,1.7170660000000009
II-VI,ZnS,M_i_B,Al,2.869828689098358,0.05487680646857791,3.303928,4.119690781831741,0.08120804433717137,4.340813999999997,3.5061502397060393,0.06950960452238125,3.743001000000002,0.8322120904922485,0.08350367273528722,1.5305299999999993,1.426792287826538,0.06964076297229617,1.535789999999999,2.330991190671921,0.049886715748988765,2.6553210000000003
II-VI,ZnS,M_i_B,Mg,3.1867941200733183,0.07266040995270752,3.503715999999998,4.330707752704621,0.0838584769968626,4.560525000000003,3.758800137042999,0.07379328159036834,4.208352,-0.9777575105428695,0.07238902168683832,-1.093451000000001,1.7768805295228958,0.07757819109312421,2.0307099999999996,2.3685006141662597,0.05899307481225161,2.7601080000000016
II-VI,ZnS,M_i_B,Mn,2.999147653579712,0.06464191243061167,3.072580000000001,4.176612997055054,0.08547265084197803,4.456534000000003,3.590774357318878,0.07669001835572646,3.720425000000003,-1.0112764045596123,0.05886995560772046,-1.075607,1.3520263463258744,0.09092473214927148,1.4306600000000012,2.147237706184387,0.0670998960173764,2.388486
II-VI,ZnS,M_i_B,Pd,2.45531450510025,0.10130007863098499,2.9730160000000008,4.073046845197678,0.08548122854271527,4.560199000000003,3.3470779359340668,0.08568975894638449,3.748472000000002,-0.9943159848451615,0.05492328507610473,-1.0224479999999998,-0.23317800294607877,0.11143447339807715,-0.4865700000000003,0.9210886523127556,0.12197024749162046,0.20620599999999994
II-VI,ZnS,M_i_B,S,1.6976184338331222,0.11288786827545917,3.1899999999999986,3.6791492819786074,0.06932388012893737,3.6100000000000017,2.612428891658783,0.11599485487785463,3.599999999999997,-0.8366861552000046,0.06951681926510773,-1.0300000000000007,-0.0015031885777716525,0.10050610170381881,-0.5100000000000002,0.775502735376358,0.10356047975239613,0.34999999999999976
II-VI,ZnS,M_i_B,Zn,2.9241041421890257,0.05100128230337519,3.2000000000000015,4.101144963502884,0.07158447668785145,4.650000000000004,3.513297015428543,0.0655499021714973,3.819999999999996,-0.9897901266813278,0.04413272347001857,-1.090000000000001,1.3000146389007567,0.05716860140263666,1.729999999999999,1.9945641934871674,0.049978966575841284,2.0300000000000007
II-VI,ZnS,M_i_neut,Ir,2.2758911073207857,0.0981200003186067,1.9009329999999998,3.88971546292305,0.07250284973539077,4.1869,3.069765967130661,0.0909607615042531,3.489565999999999,-0.5334232158958911,0.11064721780658103,-0.4472650000000001,0.20319264237768947,0.11567067681598434,0.008024000000000009,1.2658682391047478,0.118095663385667,1.0913749999999995
II-VI,ZnS,M_i_neut,Pb,2.9344267547130585,0.05675516344902289,3.098861999999998,4.045660918951034,0.07255481103145621,3.492332000000002,3.493325340747833,0.06858509175941603,3.750575999999998,-0.6906055629253387,0.0966644410791902,-0.5739319999999994,1.38628691136837,0.10851964945409714,1.5442040000000004,2.173943629860878,0.07432844236860257,2.5100539999999976
II-VI,ZnS,M_i_neut,S,1.6472006916999817,0.12923053956754732,1.7199999999999993,3.6629534006118774,0.06860894084307759,4.209999999999999,2.5665482461452482,0.13063200731183966,2.290000000000002,-0.8468575149774551,0.0812270555548748,-1.079999999999999,0.02508044888381846,0.11329821938209055,0.5599999999999998,0.761770886182785,0.09600693050408628,0.8299999999999992
II-VI,ZnS,M_i_neut,Se,1.9513734579086304,0.12552977960338882,1.9839639999999998,3.793971562385559,0.05596707557539596,4.155360000000001,2.79544512629509,0.11506345645009547,2.6660169999999974,-0.8679622158408165,0.08014036294804967,-1.065677999999999,0.3680281348526478,0.09713102411752704,0.7634520000000007,1.0851618006825448,0.0956717827009445,1.1384019999999995
II-VI,ZnS,M_i_neut,Ti,2.9104318857192992,0.05663770268593297,3.083972000000002,4.1398973107337955,0.060029902519452526,4.320391000000001,3.5244132459163664,0.06134373251637025,3.691995000000001,0.5052109342068434,0.11095414074821672,0.4563310000000002,1.6525290966033936,0.0799565003361741,1.4523450000000007,2.319958525896072,0.07569487251819501,2.427066
II-VI,ZnS,M_i_neut,Zn,2.9206222772598265,0.0506965456912201,3.2099999999999973,4.102104634046555,0.0720500031114245,4.069999999999996,3.521596282720566,0.06724015902677784,3.8400000000000025,-1.0018262043595314,0.042616378925594015,-1.2400000000000002,1.2614824980497361,0.08091917460321033,1.4699999999999993,1.9804642081260682,0.05741212825076082,1.9300000000000004
II-VI,ZnS,M_i_neut,Zr,2.9198374807834626,0.0477763473649197,2.6603300000000014,4.154311805963516,0.0620461018127324,4.2242809999999995,3.5380151450634,0.057164243662565464,3.541505,0.7549201816320419,0.0819746116537111,0.7084359999999997,1.7148100167512894,0.06628068230849837,1.7278489999999997,2.355568265914917,0.05071445243125137,2.2777999999999996
II-VI,ZnSe,M_A,Al,2.287175089120865,0.09629462244454001,2.4321929999999985,3.51818123459816,0.053548620203616525,3.620586000000002,2.9947003602981566,0.06638807425261534,2.987904,-1.0054875135421752,0.05755516128162296,-1.0551900000000005,-0.35960703492164614,0.09384272028975896,-0.6439950000000002,1.4853017032146454,0.13541145808180197,1.8070049999999989
II-VI,ZnSe,M_A,As,2.1227391391992567,0.08372031642305795,2.353489999999998,3.373422807455063,0.055221337100959035,3.2000000000000015,2.806967157125473,0.06812023230590893,2.9582170000000017,-0.9105843365192413,0.03989273948290058,-1.0056340000000004,-0.18981549683958293,0.09924581873983122,-0.4746710000000004,1.2794850558042525,0.10301264339479556,1.7324559999999996
II-VI,ZnSe,M_A,B,2.101399949193001,0.10975861983735122,2.168183999999998,3.3792944133281706,0.06185065032890617,3.324258999999999,2.8444236636161806,0.07505074838122956,2.8028910000000016,-1.0873925417661667,0.04707893680203144,-1.1925030000000003,-0.5929227888584137,0.10241426245122542,-0.766344,1.235613004863262,0.1378329222859197,1.5810280000000017
II-VI,ZnSe,M_A,Pt,1.1748591899871825,0.12872062612884452,1.1637070000000003,3.104383200407028,0.07163805716679716,3.102148999999998,2.312869119644165,0.0671505614829264,1.9677719999999979,-1.0163117185235024,0.05523962282851502,-0.9073430000000003,-0.48948184996843336,0.06742793589602439,-0.44426299999999985,0.17223723949864506,0.07641819028350112,0.3052960000000002
II-VI,ZnSe,M_A,Ru,1.542125228047371,0.08708896469548703,1.3537699999999993,3.2247527837753296,0.068363783784547,3.2568969999999977,2.4453195214271544,0.06148860228116684,2.584886999999999,-0.9853698953986167,0.058932776069815174,-1.048938,0.05269231630954892,0.09638372096047894,0.09688000000000005,0.7841275066137314,0.07761636213551447,0.6681050000000004
II-VI,ZnSe,M_A,Se,1.590815109014511,0.11017741601759586,1.670000000000001,3.209099006652832,0.07110524435466158,3.3199999999999967,2.506687992811203,0.07691325336595672,2.760000000000001,-0.9189544081687927,0.05823344155517218,-0.9299999999999999,0.054424984811339526,0.1068353832205567,0.28999999999999976,0.9755009606480598,0.10167265804866814,0.9899999999999999
II-VI,ZnSe,M_B,Br,2.245055264234543,0.09565360300262676,2.4899010000000024,3.5256365299224854,0.07588303635443407,3.64201,3.039345782995224,0.0686304117912613,3.043979000000003,-0.9914865046739578,0.0566794697458569,-0.995152,-0.5505679756402969,0.08497986920899145,-0.6026330000000005,1.4194693833589553,0.10220044941718584,1.8791999999999986
II-VI,ZnSe,M_B,C,0.5190573148429394,0.1116961238227115,0.14258300000000004,2.496422165632248,0.08075893709431876,2.8462820000000013,1.4740123182535172,0.11266277869182795,0.6326390000000002,-1.0238271936774255,0.05929061454740194,-1.1598070000000005,-0.6843677803874015,0.0657093054625542,-0.7653050000000006,-0.2912341982126236,0.09144505492342367,-0.3170090000000001
II-VI,ZnSe,M_B,Ni,1.448035979270935,0.08209620615635217,1.9358370000000007,3.0664288103580475,0.06589010427068005,3.0372749999999975,2.315251475572586,0.06507112156422719,2.4567210000000013,-1.013615895807743,0.04779494110830232,-1.0358960000000006,-0.531888733804226,0.054768096537729356,-0.6697039999999996,0.31131437346339225,0.09170772479343965,-0.09450399999999984
II-VI,ZnSe,M_B,Rh,1.1075244933366775,0.09786275452932505,0.6294089999999999,2.991577261686325,0.06938208140821188,3.095550000000002,2.1235098361968996,0.07972481030839082,2.5822600000000016,-0.9720982059836387,0.0483173800711064,-0.934089,-0.5630383357405663,0.057378322847066905,-0.5040329999999998,0.14430950544774532,0.08402881088853778,-0.04646499999999998
II-VI,ZnSe,M_B,Tl,1.8194561183452607,0.08251976753719022,1.7768629999999999,3.016806447505951,0.09404120813173379,2.8043770000000015,2.389716696739197,0.09407395793846654,2.3411329999999997,0.5619367688894272,0.09283239254310997,0.570372,0.8777658924460411,0.09012594890185265,0.8667240000000003,1.3530245393514633,0.07227781351658834,1.158392999999999
II-VI,ZnSe,M_B,Zn,1.8683104008436202,0.10013571732281754,1.6499999999999992,3.085447311401367,0.07569370451882167,2.8400000000000025,2.4616746306419373,0.06578966967526101,2.2600000000000007,-0.9334857851266861,0.045720483873536534,-0.9600000000000006,0.9277302995324135,0.10022043141801386,1.0,1.246767908334732,0.09024783785006646,1.2800000000000007
II-VI,ZnSe,M_i_A,Au,1.9780246138572692,0.08479956674172387,1.937742,3.2554769635200502,0.05867296897612731,3.390663,2.741162621974945,0.06082684360747619,2.9339480000000004,-0.8756255254149437,0.043876448528090466,-0.8527330000000004,-0.36010919511318207,0.06381498253651938,-0.4613890000000004,1.2738784477114677,0.08269270421173656,1.442715
II-VI,ZnSe,M_i_A,Ba,2.6735561370849608,0.06857648996803792,2.7487370000000015,3.6735760807991027,0.07274305664764018,3.680010999999998,3.1771990776062013,0.07553303183516666,3.2937079999999987,-0.5816038839519024,0.06991814540019897,-0.6501580000000003,1.4201916396617889,0.07731619118203445,1.54524,2.0602618038654326,0.06101774314650191,2.1466190000000007
II-VI,ZnSe,M_i_A,Cl,0.6127155460417271,0.1124939619824588,0.31168100000000004,3.16795095205307,0.07331866921800302,3.3707540000000025,2.3135289549827576,0.08628792607638212,2.747538000000002,-0.9158734485507012,0.06280058558861053,-0.8860020000000004,-0.5106826163828373,0.07093044685103514,-0.5160100000000001,0.02379456265189219,0.08842500871772586,-0.09623999999999991
II-VI,ZnSe,M_i_A,K,2.4239055097103117,0.08158246096607884,2.600634999999998,3.6065612733364105,0.06918074001450113,3.735884999999999,3.1054845631122587,0.07151644128484973,3.153177,-0.816077733039856,0.048835689547185535,-0.8443469999999994,-0.33350909501314163,0.058170391869989346,-0.42436500000000005,1.7381463527679444,0.09505156860096976,1.9926640000000002
II-VI,ZnSe,M_i_A,Se,1.3234869420528412,0.06696420084522246,1.170000000000001,2.971934366226196,0.07734180161294305,3.120000000000002,2.10324442088604,0.07180102779312975,1.689999999999999,-0.5297769270837307,0.06466418104424528,-0.5,0.17375878300517797,0.08132846844076387,-0.08000000000000004,0.7360446259379387,0.06783713762530884,0.6700000000000007
II-VI,ZnSe,M_i_A,Te,1.6755582362413406,0.0601717208059373,1.5739810000000016,3.08168705701828,0.07743226274052281,3.2484639999999994,2.2936855435371397,0.06944312330450948,2.0641200000000013,-0.09141242851037532,0.06487115546893518,0.15157899999999994,0.4984489634633064,0.057595296492560816,0.4106190000000002,1.0976107910275459,0.06502069235737495,1.085034
II-VI,ZnSe,M_i_A,Zn,2.3988827645778654,0.05198898984206251,2.4399999999999986,3.452906548976898,0.05794876297673469,3.400000000000002,2.933167278766632,0.04420129381906978,2.9399999999999986,-0.8521621584892273,0.03688050642738865,-0.920000000000001,0.8943078607320786,0.07329637195843623,0.7199999999999996,1.5919579327106477,0.06193955273206143,1.25
II-VI,ZnSe,M_i_B,As,1.9251077085733415,0.06774759813278765,1.8566950000000007,3.064034903049469,0.06777463655420189,2.658818999999998,2.430042731761932,0.06526366067416617,2.2813189999999977,0.23645687028765677,0.07256011697613715,0.5462779999999999,0.813845519721508,0.05843211084357184,0.903189,1.3644603878259658,0.06081858084751322,1.200391000000001
II-VI,ZnSe,M_i_B,Au,2.0092644691467285,0.0821641249292694,1.9647939999999988,3.2475245714187624,0.06962827391604094,3.355835,2.7420490860939024,0.06886320907260186,2.8526899999999986,-0.8649572864174843,0.04001944531907785,-0.8952710000000004,-0.3363674536347389,0.06677034298431027,-0.43402499999999994,1.3087116599082946,0.083514573740814,1.5632379999999988
II-VI,ZnSe,M_i_B,Bi,2.29366420507431,0.048297908914375236,2.217369000000001,3.2992222189903258,0.06830650260814398,3.141839000000002,2.7906579852104185,0.05626519056677279,2.6872580000000004,0.6278978228569031,0.08710994614174031,0.8557060000000003,1.208870494365692,0.06470228252207907,1.2588950000000008,1.7757894158363343,0.05670269687405757,1.6326620000000016
II-VI,ZnSe,M_i_B,Fe,2.3047624945640566,0.05398776169923737,2.3549929999999977,3.3664022624492644,0.06170358745144519,3.8069129999999993,2.834694516658783,0.053271949012361354,2.831149999999998,-0.4512141488492489,0.09742464612996418,-0.33201900000000023,0.7580007299780845,0.10539839889212227,0.5291169999999997,1.5892723351716995,0.06503982800518528,1.8138809999999999
II-VI,ZnSe,M_i_B,Pd,1.976774325966835,0.08760836029028038,2.253761999999999,3.390457272529602,0.06385803395535371,3.4491150000000026,2.7617274701595305,0.06480466439623839,2.8697939999999993,-0.8568134531378746,0.04199506381277151,-0.8410849999999999,-0.26848199442028997,0.06659396938326416,-0.402659,0.6905298978090286,0.1070800771129303,0.116418
II-VI,ZnSe,M_i_B,Se,1.3347534358501434,0.06558253270476858,1.2599999999999998,2.95145406126976,0.07688083841338758,3.2399999999999984,2.0695743709802628,0.06055331645251737,1.729999999999999,-0.3704274300485849,0.09010382304786196,-0.25999999999999984,0.2503414489328861,0.06357060274334891,0.08000000000000004,0.7870752900838852,0.06749201168011437,0.8099999999999996
II-VI,ZnSe,M_i_B,Zn,2.4223201751708983,0.048500808073635035,2.450000000000002,3.452089512348175,0.0677749738873704,3.6100000000000017,2.938641810417175,0.05180064410034298,2.9899999999999984,-0.8346521988511085,0.03696369171345283,-0.8799999999999999,0.9697617962956429,0.06883204480077308,1.2599999999999998,1.6313924491405487,0.06369273855295308,1.6199999999999992
II-VI,ZnSe,M_i_neut,Cs,2.452294886112213,0.07322421953453385,2.6679259999999982,3.6308229863643646,0.08711417149042235,3.2835469999999995,3.138230836391449,0.07432460353387839,3.3174149999999982,-0.7737481668591499,0.06285105806316212,-0.6877519999999998,-0.2862979989498854,0.07247657608430963,-0.2607839999999999,1.7327937483787537,0.08429124519291377,2.082935000000001
II-VI,ZnSe,M_i_neut,F,0.32454873379319904,0.09190013172062206,0.17815699999999973,3.1634666681289674,0.10865123199969375,3.2675820000000018,2.2271230190992357,0.1124495280441065,2.6485509999999985,-1.0761216282844543,0.0678663906836567,-1.0626400000000011,-0.5900270268321037,0.09582586598193846,-0.6627319999999994,-0.2073334307409823,0.0782891306326716,-0.26949300000000015
II-VI,ZnSe,M_i_neut,Hg,2.197205972671509,0.06427215051135793,2.5164950000000017,3.409639871120453,0.060801850259544446,3.5371690000000022,2.8186905562877653,0.05041605416631741,3.043415999999997,-0.8256916165351867,0.04110136334104204,-0.7840339999999992,0.5637046150863171,0.09817467828989304,0.45381199999999955,1.3139400452375412,0.07622809920135644,0.9939790000000002
II-VI,ZnSe,M_i_neut,I,1.3714147806167603,0.10089235651731615,1.4484950000000008,3.334662342071533,0.06932299617479207,3.5118290000000023,2.5156115710735323,0.08641929294141544,2.907334000000002,-0.6874149404466152,0.10052857662406203,-0.270819,-0.056741890341072576,0.10940949585542266,0.1944559999999999,0.7522131100296974,0.08899112082552017,0.8309579999999999
II-VI,ZnSe,M_i_neut,La,2.5412904798984526,0.0510310203606855,2.689452000000002,3.530661416053772,0.0715303093189884,3.5,3.0567091524600984,0.05924914338018008,3.1700979999999985,0.9276548892259597,0.05748028601394011,1.351225999999999,1.5177004903554916,0.05544294581053337,1.5470150000000014,2.063195061683655,0.043921919485041934,2.108238999999999
II-VI,ZnSe,M_i_neut,Se,1.3442951500415803,0.0765993334863112,1.5399999999999994,2.986317527294159,0.07564395358478945,3.2099999999999973,2.1149758279323576,0.07717323438180802,2.11,-0.5196396768093109,0.07024119437978155,-0.8299999999999992,0.19980313275009393,0.08669370485847783,0.5700000000000002,0.760232612490654,0.07513522622371492,0.8900000000000003
II-VI,ZnSe,M_i_neut,Zn,2.409311842918396,0.05611806310093334,2.459999999999998,3.4632408738136293,0.06339572997218401,3.5300000000000002,2.9412653863430025,0.05010582856080544,2.9800000000000013,-0.8490294754505158,0.036581247074395674,-0.8799999999999999,0.9243506863713264,0.06842185432046106,1.0300000000000007,1.6006784290075302,0.06343334978335283,1.5300000000000007
II-VI,ZnTe,M_A,Cu,0.624753101170063,0.11073882401266393,0.24495,2.420863652229309,0.08488579047929944,2.6387459999999985,1.7585194498300551,0.06527402123542352,2.185827000000002,-0.9744558990001678,0.05771151521960951,-0.9347449999999997,-0.5794865056872368,0.06873993970422747,-0.5363310000000003,-0.04412694713100791,0.08708663096596474,-0.17506700000000008
II-VI,ZnTe,M_A,Ga,1.7934523969888687,0.08098470349401361,1.671194999999999,2.8014413595199583,0.05400535140141456,2.7452789999999974,2.396703100204468,0.05267740933370145,2.3093039999999982,-0.8677421897649765,0.04134470108382146,-0.8545680000000002,-0.41554401218891146,0.08659734044339903,-0.4838330000000003,1.0320697292685508,0.11403091546260846,1.2048139999999994
II-VI,ZnTe,M_A,Hf,1.978330022096634,0.06208012859926016,1.9594460000000002,2.8440932273864745,0.0625876212066132,2.7706249999999986,2.4327738642692567,0.06517848324807159,2.4294539999999976,-0.6756698980927467,0.06921427807020628,-0.7481310000000005,0.334866358153522,0.10754780172112303,0.7117140000000004,1.274950659275055,0.07939113580338884,1.246143000000001
II-VI,ZnTe,M_A,Mo,1.4412968188524247,0.08011551101190029,1.644309999999999,2.55513277053833,0.06343680114630494,2.756726999999999,2.024642735719681,0.06552300734865384,1.8964969999999979,-0.7959072813391685,0.03824440457166236,-0.83605,0.1275937710655853,0.09686837074623895,0.22287299999999993,0.8206745088100433,0.08011805901586389,0.654408
II-VI,ZnTe,M_A,Os,1.2062806755304336,0.08803133646868033,1.0592680000000005,2.4822245717048643,0.06399287639468516,2.41874,1.8809052735567093,0.08203719197882073,1.9762860000000013,-0.7832052737474442,0.04213954832942309,-0.8320649999999998,-0.032025503198383376,0.0739190258990752,0.04380399999999997,0.5378993004560471,0.07329775552713266,0.5278020000000001
II-VI,ZnTe,M_A,Te,1.5137015521526336,0.10111212116087968,1.6000000000000008,2.642888981103897,0.05195242240998565,2.6500000000000017,2.1600869685411452,0.06695088722977952,2.3499999999999988,-0.7491198778152466,0.052441436105657914,-0.6700000000000007,0.03747857732814737,0.10482123009927123,0.38000000000000034,0.9545781642198563,0.0864012501975665,1.0100000000000002
II-VI,ZnTe,M_B,Ge,0.6341597631573677,0.10674131026897038,0.34276799999999963,2.1999179244041445,0.06682475543056325,2.434724000000002,1.3881479531526566,0.10167376805509287,0.7621859999999999,-0.7938644021749497,0.04542748476194377,-0.8214150000000009,-0.5375855669379235,0.04731570125511244,-0.47947300000000015,-0.19702052483335136,0.0671681158662486,-0.06409699999999989
II-VI,ZnTe,M_B,Li,1.4888958662748337,0.0881844922431919,1.4846769999999991,2.1969237446784975,0.09937370085787188,2.1188659999999984,1.8533645927906037,0.0990664454938465,1.7394090000000002,0.07566187089541927,0.107268046554463,0.13878199999999996,0.30133692438248544,0.11282598022766024,0.3948049999999999,1.187370738387108,0.10507909097642418,1.122387000000001
II-VI,ZnTe,M_B,Se,1.1245238974690437,0.11394725710336785,1.812395,2.4616946995258333,0.05570263428452739,2.619178000000001,1.881760549545288,0.06536976425609795,2.285841000000001,-0.935669618844986,0.059132117043532856,-0.899677,-0.6430075079202652,0.04799792391235416,-0.5983069999999995,0.020533862337470055,0.1082665132132897,-0.21994499999999997
II-VI,ZnTe,M_B,Zn,1.176477962732315,0.07631604348272257,1.0743269999999991,2.2362055122852325,0.06047021687189411,1.9675859999999985,1.6820703893899918,0.059018583219636434,1.552526999999999,-0.7833202451467514,0.051926988513416365,-0.7649490000000005,0.44553972855210305,0.09822434053804463,0.64236,0.6624385342001915,0.06536818484715379,0.780787
II-VI,ZnTe,M_i_A,C,0.9765613287687301,0.09987807196385483,0.5328020000000001,2.193340039253235,0.05676657927671822,1.7808569999999988,1.5460866302251817,0.07962444222340764,1.3504989999999994,-0.5294274739921093,0.10223624519273362,-0.7129480000000006,-0.020930025553388985,0.10678893053741725,-0.24450500000000014,0.507887601107359,0.12557837665396174,0.2995999999999999
II-VI,ZnTe,M_i_A,Ca,2.170971316099167,0.060896027640711274,2.1380000000000003,2.967722177505493,0.07622028165134216,2.7575319999999985,2.5451120913028715,0.05450848454383754,2.4769689999999978,-0.6459577918052674,0.033054474166455315,-0.656537,1.178377777338028,0.07227349323304194,1.299166999999999,1.6801261574029922,0.052564861469810584,1.7697340000000001
II-VI,ZnTe,M_i_A,Cr,1.8574497312307359,0.048364626510267836,2.0369149999999987,2.73895982503891,0.054243891178384865,2.7300050000000016,2.325979918241501,0.05507745604600004,2.405541,-0.5994290538132191,0.052529875874364376,-0.6421309999999993,0.06647925170254894,0.08411095826137828,-0.06334400000000001,1.253063264489174,0.06619062839213653,1.588458000000001
II-VI,ZnTe,M_i_A,P,1.2545239329338074,0.0689470548843402,1.153145,2.262649989128113,0.05139556187803741,1.9141860000000004,1.6926144450902938,0.06654286061221469,1.5044049999999989,-0.29929688237607477,0.07979485125545116,-0.123407,0.1957378993043676,0.062206849411023904,0.1560629999999999,0.735440132021904,0.06418232739439575,0.4832259999999998
II-VI,ZnTe,M_i_A,Te,1.198456746339798,0.06889778348318738,1.07,2.364240837097168,0.05071245512182383,2.6500000000000017,1.706223115324974,0.06221869492961032,1.4699999999999993,-0.22884073704481125,0.06335346604825422,-0.23000000000000026,0.227727510035038,0.05534738482538814,0.15000000000000008,0.724010917544365,0.07685638344117189,0.6700000000000007
II-VI,ZnTe,M_i_A,Zn,1.830967089533806,0.04169864390108261,1.8900000000000001,2.697133183479309,0.04296630790254278,2.769999999999999,2.273622673749924,0.03866528427184474,2.4000000000000012,-0.7317814692854882,0.029959064508071103,-0.7699999999999997,0.5182387717068195,0.0801660141540387,0.1799999999999999,1.1012783899903298,0.06840479414491442,0.7199999999999996
