,Type,Site,Impurity,AB,(+1/0)_DFT,train_mean,train_std
313,IV-IV,M_A,Os,SiC,0.720454,0.7538603054169873,0.06948554123656668
314,IV-IV,M_i_B,As,SiSn,0.40923400000000004,0.5702657206331498,0.025382652541371113
315,III-V,M_B,Hg,BSb,-0.162849,0.04060319718295442,0.05351672259075886
316,II-VI,M_i_neut,Pb,CdTe,1.421186,1.1794136991624637,0.025389268899174592
317,III-V,M_i_A,La,AlSb,0.97652,1.0727277304452176,0.04954439789109709
318,II-VI,M_i_A,N,CdTe,-0.152639,0.066628672720891,0.04485358418289799
319,II-VI,M_i_B,Sr,CdTe,1.603766,1.6237229704487355,0.02281566654085677
320,II-VI,M_B,Ge,CdSe,0.42603100000000005,0.7900026651229417,0.03916849090551773
321,II-VI,M_i_A,Ba,CdTe,1.556898,1.6575850220604664,0.016922999378637536
322,II-VI,M_i_neut,V,CdTe,1.209681,1.1191159760136622,0.01567109256536545
323,IV-IV,M_B,I,SiGe,0.573315,0.5892400279495739,0.03826939649305079
324,III-V,M_i_neut,Ru,AlAs,0.372688,0.9230512544990679,0.03312158812808363
325,II-VI,M_A,Ba,ZnS,-0.005451,1.7381864386475911,0.05683855245039909
326,II-VI,M_i_neut,Al,CdTe,1.361535,1.2358781622015331,0.024567319065867975
327,II-VI,M_i_A,Fe,CdTe,1.0910309999999999,1.0519262459215004,0.014664405545245956
328,III-V,M_i_A,Cl,AlAs,-0.12054400000000001,0.5698177924109588,0.05383095206310788
329,II-VI,M_i_B,Be,ZnTe,1.448496,1.2864828694103039,0.0300623794782546
330,II-VI,M_B,Zn,ZnTe,0.780787,0.6097205013122482,0.025648334332730362
331,III-V,M_B,O,AlAs,0.659645,0.5650429121426253,0.06513075711476606
332,II-VI,M_i_A,S,CdS,0.533464,1.0250825905846117,0.03285477931050816
333,II-VI,M_i_A,Bi,CdTe,1.119415,1.3584593350147962,0.024750748749216036
334,IV-IV,M_i_neut,Tl,SiSn,0.737875,0.6009493073394879,0.026758260681841034
335,III-V,M_i_A,Ir,GaSb,0.038851,0.12739634059608104,0.031511988329369287
336,II-VI,M_A,Bi,ZnS,2.355699,1.603230663952506,0.07998435783826995
337,IV-IV,M_i_B,K,SiGe,0.6150100000000001,0.6426275415864957,0.035000394577477
338,II-VI,M_i_neut,Be,CdTe,1.7523060000000001,1.1172021165684145,0.02475864317791393
339,IV-IV,M_i_B,Hf,GeSn,0.501987,0.3443403588178908,0.024595188934889548
340,IV-IV,M_i_A,Zr,SiGe,0.523404,0.6607982044175251,0.027237367647104545
341,IV-IV,M_i_neut,As,Si,0.64917,0.5792412434641652,0.033769879059372954
342,III-V,M_i_A,Rh,AlP,0.954793,1.2938057040046822,0.03642979277756846
343,III-V,M_i_A,Tc,GaAs,0.577087,0.569618411657598,0.035057425679861344
344,II-VI,M_i_B,Fe,CdTe,1.449236,1.052524947241167,0.014581195346351477
345,III-V,M_B,Tl,AlAs,0.6964229999999999,0.8554776602833319,0.044841880170008584
346,II-VI,M_A,S,CdS,0.805978,0.7753640457743767,0.04088904049360931
347,II-VI,M_B,Ga,CdTe,0.28775300000000004,0.6374844817581925,0.02237553407958746
348,IV-IV,M_i_B,V,SiC,1.312543,1.6604905686682945,0.035862991708084595
349,IV-IV,M_A,O,Si,-0.24833000000000002,-0.8841213536545368,0.0450276196288477
350,IV-IV,M_i_neut,K,SiSn,0.541512,0.49779091733964015,0.035237227255541105
351,II-VI,M_B,Cu,CdTe,0.8718389999999999,0.4818868810547503,0.02970831776758677
352,II-VI,M_B,Cd,CdTe,0.964465,0.6129927382480764,0.019592625568178444
353,II-VI,M_B,In,CdTe,0.495957,0.6517186555895546,0.022561362586707056
354,II-VI,M_i_neut,Bi,CdTe,1.369464,1.3542848037441035,0.025787475119814045
355,III-V,M_A,Cr,BSb,0.21614499999999998,0.02654707559097893,0.07861507324481598
356,II-VI,M_i_A,Be,CdTe,0.7800819999999999,1.1059423403033717,0.02837164648454437
357,II-VI,M_i_B,Pb,CdTe,1.548534,1.186017282434575,0.02342640025652524
358,IV-IV,M_i_A,Tc,SiSn,0.080636,0.26114766399652833,0.02596219686186499
359,II-VI,M_i_A,Co,CdTe,1.164513,0.8740484448538547,0.011267251187607706
360,IV-IV,M_i_B,Ge,SiGe,0.711665,0.7277394307306654,0.020620595559958505
361,III-V,M_i_A,W,AlSb,0.267081,0.7231171306680239,0.039555670550271926
362,II-VI,M_A,N,CdTe,0.534204,-0.08214188299600242,0.040155294385983774
363,II-VI,M_i_B,Pd,ZnS,0.206206,1.288916890402481,0.04555501737001878
364,II-VI,M_i_neut,S,CdS,0.803221,1.0176155467387837,0.031103155499695466
365,II-VI,M_i_neut,Rb,CdTe,1.441647,1.440802068018963,0.029383994763885028
366,II-VI,M_A,O,CdTe,0.028641000000000003,0.21230194970496896,0.07198034568189934
367,II-VI,M_i_B,Sn,CdTe,1.51754,1.1564845365991396,0.017581468487749163
368,II-VI,M_i_B,Co,CdTe,1.172783,0.8744695674226722,0.011601500335909851
369,II-VI,M_i_neut,Sn,CdTe,1.465854,1.155325799957437,0.017926930533858413
370,II-VI,M_B,Pb,CdTe,0.402644,0.4739860820429417,0.041877000462953576
371,IV-IV,M_i_neut,Na,Ge,0.142334,0.4069167461723245,0.029877475438880096
372,II-VI,M_i_A,Cl,ZnSe,-0.09623999999999999,0.38458366782585324,0.03833088062818737
373,II-VI,M_A,La,ZnO,1.453083,1.3886476967132197,0.06575869382347553
374,II-VI,M_i_B,P,CdTe,0.7895479999999999,0.7679304066272798,0.015946342077187835
375,III-V,M_i_neut,Y,InSb,0.8650110000000001,0.720036773753651,0.029230867607803655
376,II-VI,M_i_neut,Cs,CdTe,1.4697790000000002,1.4621535256400757,0.03621569653103495
377,II-VI,M_i_neut,Ir,CdTe,0.623524,0.6903167546897853,0.01789202856036598
378,III-V,M_i_neut,Ba,InAs,1.007803,0.9366297724152737,0.029844671649553626
379,II-VI,M_i_A,Cs,CdTe,1.442668,1.4609128064956158,0.03525544733410852
380,IV-IV,M_A,Be,SnC,-0.385992,0.09103349615417652,0.09495881428641974
381,III-V,M_A,Rb,InP,0.136022,0.7367718135445409,0.05052936993616305
382,IV-IV,M_i_neut,Rb,GeSn,0.24047600000000002,0.407914721840087,0.04392427665288116
383,IV-IV,M_i_B,Zr,GeSn,0.44280200000000003,0.2786943839774606,0.023676194183048137
384,III-V,M_B,Pd,AlP,1.402203,0.3961324061033231,0.047753435760935194
385,II-VI,M_i_B,Si,CdTe,1.39059,0.9484966589954421,0.01721803338162327
386,II-VI,M_i_A,P,ZnTe,0.48322600000000004,0.8077985910297045,0.018890332447199093
387,II-VI,M_A,W,CdTe,0.943472,0.6086031079210817,0.03011358410427336
388,II-VI,M_i_A,Si,CdTe,1.199442,0.9498979779168222,0.016280500647868797
389,II-VI,M_B,Tl,CdTe,0.656736,0.6603176239713722,0.04060448281168491
390,IV-IV,M_i_A,Mo,SiSn,0.12075599999999999,0.20196239737532817,0.03174982547598485
391,II-VI,M_i_neut,Hf,CdTe,1.3880860000000002,1.358760991721492,0.018943092483728875
392,II-VI,M_i_B,Ca,CdTe,1.569566,1.4959298777627896,0.02143586278045885
393,II-VI,M_A,Hf,ZnTe,1.246143,1.005533802052558,0.052788804527751275
